adaptor	GGBKTAO02B6JLS	100.000	21	0	0	13	33	146	166	4.98e-05	42.1
adaptor	GGBKTAO02CB1R4	100.000	21	0	0	13	33	182	202	4.98e-05	42.1
adaptor	GGBKTAO02BXUPG	100.000	21	0	0	13	33	241	261	4.98e-05	42.1
adaptor	GGBKTAO02BOGDP	100.000	21	0	0	13	33	505	525	4.98e-05	42.1
adaptor	GGBKTAO02BUBRE	100.000	21	0	0	13	33	317	337	4.98e-05	42.1
adaptor	GGBKTAO02B0GOL	100.000	21	0	0	13	33	299	319	4.98e-05	42.1
adaptor	GGBKTAO02BXAJN	100.000	21	0	0	13	33	503	523	4.98e-05	42.1
adaptor	GGBKTAO02BZXDL	100.000	21	0	0	13	33	244	264	4.98e-05	42.1
adaptor	GGBKTAO02BS8WU	100.000	21	0	0	13	33	263	283	4.98e-05	42.1
adaptor	GGBKTAO02CE0C1	100.000	20	0	0	14	33	90	109	1.97e-04	40.1
adaptor	GGBKTAO02B5VPW	100.000	20	0	0	14	33	317	336	1.97e-04	40.1
adaptor	GGBKTAO02B75Y7	100.000	20	0	0	14	33	363	382	1.97e-04	40.1
adaptor	GGBKTAO02CGXZX	100.000	20	0	0	14	33	312	331	1.97e-04	40.1
adaptor	GGBKTAO02CD4UY	100.000	20	0	0	14	33	358	377	1.97e-04	40.1
adaptor	GGBKTAO02B81LU	100.000	20	0	0	14	33	319	338	1.97e-04	40.1
adaptor	GGBKTAO02B9W2U	100.000	20	0	0	14	33	366	385	1.97e-04	40.1
adaptor	GGBKTAO02CCP60	100.000	20	0	0	14	33	317	336	1.97e-04	40.1
adaptor	GGBKTAO02B9TZ4	100.000	20	0	0	14	33	319	338	1.97e-04	40.1
adaptor	GGBKTAO02CEKNB	100.000	20	0	0	14	33	319	338	1.97e-04	40.1
adaptor	GGBKTAO02B5L6U	100.000	20	0	0	14	33	316	335	1.97e-04	40.1
adaptor	GGBKTAO02CGK9V	100.000	20	0	0	14	33	388	407	1.97e-04	40.1
adaptor	GGBKTAO02CHGWB	100.000	20	0	0	14	33	301	320	1.97e-04	40.1
adaptor	GGBKTAO02B75VS	100.000	20	0	0	14	33	302	321	1.97e-04	40.1
adaptor	GGBKTAO02CCQBI	100.000	20	0	0	14	33	295	314	1.97e-04	40.1
adaptor	GGBKTAO02CEHIY	100.000	20	0	0	14	33	301	320	1.97e-04	40.1
adaptor	GGBKTAO02CEHE8	100.000	20	0	0	14	33	311	330	1.97e-04	40.1
adaptor	GGBKTAO02B3E6H	100.000	20	0	0	14	33	358	377	1.97e-04	40.1
adaptor	GGBKTAO02CFJDS	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02CE6RG	100.000	20	0	0	14	33	316	335	1.97e-04	40.1
adaptor	GGBKTAO02CACWR	100.000	20	0	0	14	33	388	407	1.97e-04	40.1
adaptor	GGBKTAO02B9AY5	100.000	20	0	0	14	33	316	335	1.97e-04	40.1
adaptor	GGBKTAO02B5FX0	100.000	20	0	0	14	33	317	336	1.97e-04	40.1
adaptor	GGBKTAO02B6BH1	100.000	20	0	0	14	33	302	321	1.97e-04	40.1
adaptor	GGBKTAO02B22OE	100.000	20	0	0	14	33	320	339	1.97e-04	40.1
adaptor	GGBKTAO02B2ZEH	100.000	20	0	0	14	33	373	392	1.97e-04	40.1
adaptor	GGBKTAO02CCJW5	100.000	20	0	0	14	33	311	330	1.97e-04	40.1
adaptor	GGBKTAO02B34GJ	100.000	20	0	0	14	33	262	281	1.97e-04	40.1
adaptor	GGBKTAO02CB35E	100.000	20	0	0	14	33	360	379	1.97e-04	40.1
adaptor	GGBKTAO02B2WA5	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02CDFLD	100.000	20	0	0	14	33	300	319	1.97e-04	40.1
adaptor	GGBKTAO02CHJ11	100.000	20	0	0	14	33	317	336	1.97e-04	40.1
adaptor	GGBKTAO02B2DAK	100.000	20	0	0	14	33	317	336	1.97e-04	40.1
adaptor	GGBKTAO02CAF4Y	100.000	20	0	0	14	33	338	357	1.97e-04	40.1
adaptor	GGBKTAO02CASSE	100.000	20	0	0	14	33	507	526	1.97e-04	40.1
adaptor	GGBKTAO02CCAG0	100.000	20	0	0	14	33	159	178	1.97e-04	40.1
adaptor	GGBKTAO02CCJVA	100.000	20	0	0	14	33	301	320	1.97e-04	40.1
adaptor	GGBKTAO02CA5D0	100.000	20	0	0	14	33	298	317	1.97e-04	40.1
adaptor	GGBKTAO02B8LPH	100.000	20	0	0	14	33	358	377	1.97e-04	40.1
adaptor	GGBKTAO02B7JQX	100.000	20	0	0	14	33	311	330	1.97e-04	40.1
adaptor	GGBKTAO02B90BS	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02CCTFX	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02CGLA4	100.000	20	0	0	14	33	301	320	1.97e-04	40.1
adaptor	GGBKTAO02B6XLL	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02B667O	100.000	20	0	0	14	33	316	335	1.97e-04	40.1
adaptor	GGBKTAO02CAJA0	100.000	20	0	0	14	33	300	319	1.97e-04	40.1
adaptor	GGBKTAO02B75VW	100.000	20	0	0	14	33	160	179	1.97e-04	40.1
adaptor	GGBKTAO02B8LR8	100.000	20	0	0	14	33	161	180	1.97e-04	40.1
adaptor	GGBKTAO02B785E	100.000	20	0	0	14	33	287	306	1.97e-04	40.1
adaptor	GGBKTAO02B4NIS	100.000	20	0	0	14	33	132	151	1.97e-04	40.1
adaptor	GGBKTAO02B2JN3	100.000	20	0	0	14	33	319	338	1.97e-04	40.1
adaptor	GGBKTAO02B25R5	100.000	20	0	0	14	33	303	322	1.97e-04	40.1
adaptor	GGBKTAO02CCGQT	100.000	20	0	0	14	33	324	343	1.97e-04	40.1
adaptor	GGBKTAO02CHDQY	100.000	20	0	0	14	33	299	318	1.97e-04	40.1
adaptor	GGBKTAO02B8OTY	100.000	20	0	0	14	33	321	340	1.97e-04	40.1
adaptor	GGBKTAO02B4G7A	100.000	20	0	0	14	33	318	337	1.97e-04	40.1
adaptor	GGBKTAO02B6REZ	100.000	20	0	0	14	33	299	318	1.97e-04	40.1
adaptor	GGBKTAO02B4TWL	100.000	20	0	0	14	33	207	226	1.97e-04	40.1
adaptor	GGBKTAO02B9D42	100.000	20	0	0	14	33	151	170	1.97e-04	40.1
